Economy,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Bought something online using the Internet
Iraq,Male,37,completed primary or less,Fourth 20%,no
Iraq,Female,37,secondary,Second 20%,no
Iraq,Male,27,completed tertiary or more,Poorest 20%,no
Iraq,Male,24,completed primary or less,Middle 20%,no
Iraq,Female,50,secondary,Fourth 20%,no
Iraq,Male,21,secondary,Middle 20%,no
Iraq,Female,40,completed primary or less,Poorest 20%,no
Iraq,Female,57,completed primary or less,Second 20%,no
Iraq,Male,47,secondary,Middle 20%,no
Iraq,Male,64,completed primary or less,Second 20%,no
Iraq,Male,21,secondary,Richest 20%,no
Iraq,Male,47,completed tertiary or more,Richest 20%,no
Iraq,Male,45,completed primary or less,Second 20%,no
Iraq,Male,16,secondary,Fourth 20%,no
Iraq,Male,62,completed primary or less,Richest 20%,no
Iraq,Female,20,secondary,Richest 20%,no
Iraq,Male,25,completed primary or less,Second 20%,no
Iraq,Male,23,secondary,Middle 20%,no
Iraq,Male,34,secondary,Fourth 20%,no
Iraq,Female,52,secondary,Richest 20%,no
Iraq,Male,32,secondary,Fourth 20%,yes
Iraq,Male,42,secondary,Fourth 20%,no
Iraq,Male,26,secondary,Fourth 20%,no
Iraq,Male,42,completed tertiary or more,Fourth 20%,no
Iraq,Female,27,completed primary or less,Poorest 20%,no
Iraq,Male,22,completed primary or less,Fourth 20%,yes
Iraq,Male,18,secondary,Middle 20%,no
Iraq,Female,35,secondary,Middle 20%,no
Iraq,Female,46,completed primary or less,Middle 20%,yes
Iraq,Male,62,completed tertiary or more,Richest 20%,no
Iraq,Male,43,completed tertiary or more,Fourth 20%,no
Iraq,Male,25,completed primary or less,Middle 20%,no
Iraq,Female,51,completed primary or less,Poorest 20%,no
Iraq,Female,44,completed primary or less,Second 20%,no
Iraq,Male,35,completed tertiary or more,Richest 20%,yes
Iraq,Male,63,secondary,Richest 20%,no
Iraq,Male,52,secondary,Fourth 20%,no
Iraq,Female,18,completed primary or less,Fourth 20%,no
Iraq,Male,30,secondary,Richest 20%,no
Iraq,Male,23,secondary,Middle 20%,no
Iraq,Female,30,completed primary or less,Second 20%,no
Iraq,Female,35,completed primary or less,Poorest 20%,no
Iraq,Female,62,completed primary or less,Middle 20%,no
Iraq,Female,54,completed primary or less,Fourth 20%,no
Iraq,Female,48,completed tertiary or more,Middle 20%,no
Iraq,Male,37,secondary,Poorest 20%,no
Iraq,Female,24,secondary,Fourth 20%,no
Iraq,Female,30,completed primary or less,Richest 20%,no
Iraq,Male,23,completed tertiary or more,Middle 20%,no
Iraq,Female,42,secondary,Middle 20%,no
Iraq,Male,32,secondary,Richest 20%,no
Iraq,Male,42,completed primary or less,Poorest 20%,no
Iraq,Female,50,completed primary or less,Richest 20%,no
Iraq,Male,42,completed primary or less,Poorest 20%,no
Iraq,Male,37,completed primary or less,Poorest 20%,no
Iraq,Female,32,secondary,Richest 20%,no
Iraq,Male,41,completed primary or less,Second 20%,no
Iraq,Male,61,completed primary or less,Middle 20%,no
Iraq,Male,26,completed tertiary or more,Richest 20%,yes
Iraq,Male,42,secondary,Middle 20%,no
Iraq,Male,45,secondary,Richest 20%,no
Iraq,Female,17,completed primary or less,Second 20%,no
Iraq,Male,29,secondary,Second 20%,no
Iraq,Male,56,completed primary or less,Fourth 20%,no
Iraq,Female,23,secondary,Poorest 20%,no
Iraq,Female,43,completed primary or less,Fourth 20%,no
Iraq,Male,37,completed primary or less,Richest 20%,no
Iraq,Male,55,secondary,Richest 20%,no
Iraq,Male,35,completed primary or less,Richest 20%,no
Iraq,Male,41,secondary,Fourth 20%,yes
Iraq,Male,23,completed primary or less,Second 20%,no
Iraq,Male,27,completed primary or less,Second 20%,no
Iraq,Male,37,secondary,Richest 20%,no
Iraq,Male,48,secondary,Poorest 20%,no
Iraq,Female,48,completed tertiary or more,Middle 20%,no
Iraq,Male,48,secondary,Middle 20%,no
Iraq,Male,53,secondary,Middle 20%,no
Iraq,Male,57,completed tertiary or more,Richest 20%,no
Iraq,Male,28,completed tertiary or more,Second 20%,no
Iraq,Female,35,completed primary or less,Second 20%,no
Iraq,Female,17,secondary,Middle 20%,no
Iraq,Female,47,completed primary or less,Middle 20%,no
Iraq,Female,65,completed primary or less,Second 20%,no
Iraq,Male,37,completed primary or less,Middle 20%,no
Iraq,Male,20,completed primary or less,Fourth 20%,no
Iraq,Female,25,secondary,Fourth 20%,no
Iraq,Male,30,completed primary or less,Second 20%,no
Iraq,Male,17,completed primary or less,Richest 20%,no
Iraq,Male,19,completed primary or less,Middle 20%,no
Iraq,Male,22,completed primary or less,Middle 20%,no
Iraq,Male,47,secondary,Richest 20%,no
Iraq,Male,39,completed primary or less,Richest 20%,no
Iraq,Male,25,secondary,Richest 20%,no
Iraq,Male,20,completed primary or less,Fourth 20%,no
Iraq,Male,25,completed primary or less,Poorest 20%,no
Iraq,Female,36,completed primary or less,Fourth 20%,no
Iraq,Female,40,secondary,Second 20%,no
Iraq,Male,35,completed tertiary or more,Richest 20%,no
Iraq,Female,65,completed primary or less,Second 20%,no
Iraq,Female,45,completed primary or less,Second 20%,no
Iraq,Male,55,secondary,Fourth 20%,no
Iraq,Male,20,completed primary or less,Second 20%,no
Iraq,Male,23,secondary,Middle 20%,no
Iraq,Male,31,secondary,Fourth 20%,yes
Iraq,Male,48,completed primary or less,Middle 20%,no
Iraq,Male,34,completed primary or less,Richest 20%,no
Iraq,Female,25,completed primary or less,Second 20%,no
Iraq,Female,19,secondary,Richest 20%,yes
Iraq,Male,28,completed tertiary or more,Middle 20%,no
Iraq,Male,33,completed tertiary or more,Richest 20%,no
Iraq,Female,19,completed primary or less,Poorest 20%,no
Iraq,Male,21,completed primary or less,Middle 20%,no
Iraq,Female,21,secondary,Richest 20%,no
Iraq,Female,41,completed primary or less,Second 20%,no
Iraq,Female,30,secondary,Middle 20%,no
Iraq,Male,33,secondary,Richest 20%,yes
Iraq,Female,37,completed tertiary or more,Second 20%,no
Iraq,Male,33,secondary,Fourth 20%,no
Iraq,Male,55,completed primary or less,Richest 20%,no
Iraq,Male,42,completed primary or less,Fourth 20%,no
Iraq,Male,23,secondary,Richest 20%,yes
Iraq,Female,22,completed primary or less,Poorest 20%,no
Iraq,Male,22,completed tertiary or more,Fourth 20%,yes
Iraq,Male,30,secondary,Fourth 20%,no
Iraq,Male,25,secondary,Richest 20%,no
Iraq,Female,30,secondary,Middle 20%,no
Iraq,Male,29,completed primary or less,Second 20%,no
Iraq,Male,20,secondary,Second 20%,no
Iraq,Male,26,completed primary or less,Middle 20%,no
Iraq,Male,35,completed tertiary or more,Fourth 20%,no
Iraq,Female,47,completed tertiary or more,Second 20%,no
Iraq,Male,56,secondary,Poorest 20%,yes
Iraq,Male,22,completed tertiary or more,Second 20%,yes
Iraq,Female,37,secondary,Second 20%,no
Iraq,Male,24,secondary,Richest 20%,no
Iraq,Male,18,secondary,Second 20%,no
Iraq,Female,19,completed primary or less,Second 20%,no
Iraq,Male,30,completed primary or less,Second 20%,no
Iraq,Female,45,completed tertiary or more,Richest 20%,no
Iraq,Female,25,completed primary or less,Middle 20%,no
Iraq,Female,24,completed tertiary or more,Fourth 20%,no
Iraq,Female,35,completed primary or less,Second 20%,no
Iraq,Male,18,completed primary or less,Second 20%,no
Iraq,Male,70,secondary,Richest 20%,no
Iraq,Male,30,completed tertiary or more,Second 20%,no
Iraq,Male,26,completed primary or less,Fourth 20%,no
Iraq,Female,46,secondary,Fourth 20%,no
Iraq,Male,60,completed primary or less,Poorest 20%,no
Iraq,Male,37,completed primary or less,Second 20%,no
Iraq,Male,40,completed primary or less,Middle 20%,no
Iraq,Male,23,completed primary or less,Fourth 20%,no
Iraq,Female,20,completed primary or less,Poorest 20%,no
Iraq,Male,35,secondary,Fourth 20%,no
Iraq,Female,33,completed primary or less,Second 20%,no
Iraq,Female,31,secondary,Richest 20%,no
Iraq,Male,69,secondary,Richest 20%,no
Iraq,Female,26,secondary,Richest 20%,no
Iraq,Male,27,completed tertiary or more,Fourth 20%,no
Iraq,Female,39,completed primary or less,Middle 20%,no
Iraq,Female,23,completed primary or less,Poorest 20%,no
Iraq,Female,46,completed primary or less,Middle 20%,no
Iraq,Female,34,secondary,Poorest 20%,yes
Iraq,Female,51,secondary,Middle 20%,no
Iraq,Male,63,completed primary or less,Fourth 20%,no
Iraq,Male,50,secondary,Poorest 20%,yes
Iraq,Male,62,secondary,Fourth 20%,no
Iraq,Female,37,completed primary or less,Poorest 20%,no
Iraq,Male,45,secondary,Middle 20%,no
Iraq,Male,23,secondary,Second 20%,no
Iraq,Female,31,completed primary or less,Poorest 20%,no
Iraq,Female,40,completed primary or less,Poorest 20%,no
Iraq,Male,50,secondary,Fourth 20%,yes
Iraq,Male,27,completed tertiary or more,Second 20%,no
Iraq,Male,40,completed primary or less,Middle 20%,no
Iraq,Male,63,completed primary or less,Fourth 20%,no
Iraq,Male,28,secondary,Middle 20%,no
Iraq,Female,52,completed tertiary or more,Fourth 20%,yes
Iraq,Female,17,completed primary or less,Second 20%,no
Iraq,Female,45,completed primary or less,Second 20%,no
Iraq,Female,33,completed tertiary or more,Fourth 20%,no
Iraq,Male,30,completed primary or less,Poorest 20%,no
Iraq,Male,22,completed primary or less,Fourth 20%,no
Iraq,Male,24,completed primary or less,Poorest 20%,no
Iraq,Female,33,completed primary or less,Second 20%,no
Iraq,Male,41,completed primary or less,Middle 20%,no
Iraq,Male,62,completed primary or less,Fourth 20%,no
Iraq,Male,40,completed primary or less,Poorest 20%,no
Iraq,Male,24,completed primary or less,Middle 20%,no
Iraq,Male,35,secondary,Richest 20%,no
Iraq,Female,25,secondary,Richest 20%,no
Iraq,Female,20,completed primary or less,Middle 20%,no
Iraq,Female,35,completed primary or less,Second 20%,no
Iraq,Male,27,completed primary or less,Middle 20%,no
Iraq,Female,35,completed tertiary or more,Second 20%,no
Iraq,Male,20,secondary,Richest 20%,no
Iraq,Male,21,secondary,Poorest 20%,no
Iraq,Female,21,secondary,Middle 20%,no
Iraq,Male,25,completed primary or less,Richest 20%,no
Iraq,Female,40,completed tertiary or more,Fourth 20%,no
Iraq,Male,38,completed primary or less,Middle 20%,no
Iraq,Female,35,secondary,Richest 20%,no
Iraq,Female,39,completed primary or less,Poorest 20%,no
Iraq,Male,35,completed tertiary or more,Second 20%,no
Iraq,Male,28,completed tertiary or more,Richest 20%,no
Iraq,Male,23,completed primary or less,Richest 20%,yes
Iraq,Female,34,completed tertiary or more,Richest 20%,yes
Iraq,Female,57,secondary,Middle 20%,no
Iraq,Male,42,completed primary or less,Middle 20%,no
Iraq,Male,20,secondary,Richest 20%,no
Iraq,Male,22,completed primary or less,Second 20%,no
Iraq,Male,26,secondary,Poorest 20%,no
Iraq,Female,50,completed primary or less,Richest 20%,no
Iraq,Female,31,secondary,Middle 20%,no
Iraq,Female,43,secondary,Poorest 20%,no
Iraq,Male,23,completed primary or less,Second 20%,no
Iraq,Female,35,completed primary or less,Middle 20%,yes
Iraq,Male,22,secondary,Richest 20%,yes
Iraq,Female,51,completed primary or less,Second 20%,no
Iraq,Male,59,completed primary or less,Poorest 20%,no
Iraq,Male,45,secondary,Fourth 20%,no
Iraq,Male,54,completed tertiary or more,Middle 20%,yes
Iraq,Female,22,secondary,Middle 20%,no
Iraq,Male,31,secondary,Richest 20%,no
Iraq,Male,22,secondary,Richest 20%,yes
Iraq,Male,28,secondary,Richest 20%,no
Iraq,Male,25,completed primary or less,Middle 20%,no
Iraq,Male,45,secondary,Fourth 20%,no
Iraq,Male,39,secondary,Second 20%,no
Iraq,Male,57,completed primary or less,Second 20%,no
Iraq,Female,23,completed primary or less,Middle 20%,no
Iraq,Male,62,completed primary or less,Richest 20%,no
Iraq,Male,20,completed primary or less,Richest 20%,no
Iraq,Female,29,completed primary or less,Middle 20%,no
Iraq,Male,22,secondary,Richest 20%,yes
Iraq,Male,40,completed tertiary or more,Richest 20%,no
Iraq,Female,50,completed tertiary or more,Middle 20%,no
Iraq,Male,37,completed primary or less,Fourth 20%,no
Iraq,Male,32,completed primary or less,Poorest 20%,no
Iraq,Female,50,completed primary or less,Second 20%,no
Iraq,Female,53,completed primary or less,Poorest 20%,no
Iraq,Male,50,secondary,Richest 20%,no
Iraq,Male,45,secondary,Fourth 20%,no
Iraq,Male,31,completed primary or less,Fourth 20%,no
Iraq,Female,25,secondary,Poorest 20%,no
Iraq,Male,28,completed tertiary or more,Poorest 20%,no
Iraq,Male,33,secondary,Fourth 20%,no
Iraq,Male,32,completed primary or less,Middle 20%,no
Iraq,Male,23,completed primary or less,Poorest 20%,no
Iraq,Male,18,secondary,Richest 20%,yes
Iraq,Male,45,completed primary or less,Fourth 20%,no
Iraq,Male,27,completed primary or less,Richest 20%,no
Iraq,Female,43,secondary,Richest 20%,yes
Iraq,Female,18,secondary,Poorest 20%,no
Iraq,Female,24,secondary,Fourth 20%,yes
Iraq,Female,45,completed primary or less,Poorest 20%,no
Iraq,Female,22,secondary,Fourth 20%,no
Iraq,Female,36,completed primary or less,Second 20%,no
Iraq,Female,46,completed primary or less,Fourth 20%,no
Iraq,Male,19,secondary,Richest 20%,no
Iraq,Female,75,completed tertiary or more,Richest 20%,no
Iraq,Male,51,completed primary or less,Richest 20%,no
Iraq,Female,35,completed tertiary or more,Fourth 20%,no
Iraq,Male,57,completed tertiary or more,Richest 20%,no
Iraq,Male,32,secondary,Fourth 20%,no
Iraq,Male,18,completed primary or less,Richest 20%,no
Iraq,Female,31,completed tertiary or more,Middle 20%,no
Iraq,Male,38,completed tertiary or more,Fourth 20%,no
Iraq,Male,27,secondary,Richest 20%,no
Iraq,Male,21,completed primary or less,Second 20%,no
Iraq,Male,30,completed primary or less,Second 20%,no
Iraq,Female,40,completed primary or less,Poorest 20%,no
Iraq,Male,58,secondary,Richest 20%,no
Iraq,Male,36,completed primary or less,Richest 20%,no
Iraq,Male,49,secondary,Poorest 20%,no
Iraq,Male,34,completed primary or less,Second 20%,no
Iraq,Male,35,completed tertiary or more,Richest 20%,no
Iraq,Female,22,secondary,Second 20%,no
Iraq,Male,52,completed primary or less,Middle 20%,no
Iraq,Female,40,secondary,Middle 20%,no
Iraq,Female,40,completed primary or less,Middle 20%,no
Iraq,Female,50,secondary,Richest 20%,no
Iraq,Male,28,completed tertiary or more,Fourth 20%,no
Iraq,Female,29,completed primary or less,Poorest 20%,no
Iraq,Male,21,completed primary or less,Richest 20%,no
Iraq,Female,42,secondary,Richest 20%,no
Iraq,Male,19,completed primary or less,Fourth 20%,yes
Iraq,Male,35,completed primary or less,Second 20%,no
Iraq,Female,21,secondary,Middle 20%,no
Iraq,Male,50,completed tertiary or more,Richest 20%,no
Iraq,Male,25,completed tertiary or more,Middle 20%,no
Iraq,Male,42,secondary,Second 20%,no
Iraq,Male,65,secondary,Middle 20%,no
Iraq,Male,57,secondary,Richest 20%,no
Iraq,Male,62,secondary,Second 20%,no
Iraq,Male,47,completed primary or less,Fourth 20%,no
Iraq,Male,37,completed primary or less,Fourth 20%,no
Iraq,Male,25,completed tertiary or more,Fourth 20%,no
Iraq,Female,22,completed primary or less,Richest 20%,no
Iraq,Female,24,secondary,Fourth 20%,no
Iraq,Male,39,secondary,Second 20%,no
Iraq,Male,26,completed primary or less,Poorest 20%,yes
Iraq,Male,25,completed primary or less,Second 20%,no
Iraq,Male,37,completed primary or less,Richest 20%,no
Iraq,Male,26,completed primary or less,Second 20%,no
Iraq,Male,64,secondary,Second 20%,no
Iraq,Female,43,completed tertiary or more,Richest 20%,no
Iraq,Male,39,completed primary or less,Fourth 20%,no
Iraq,Female,38,completed primary or less,Second 20%,no
Iraq,Female,29,secondary,Second 20%,no
Iraq,Male,39,completed primary or less,Poorest 20%,no
Iraq,Male,42,completed tertiary or more,Richest 20%,no
Iraq,Male,34,secondary,Fourth 20%,no
Iraq,Male,17,completed primary or less,Fourth 20%,no
Iraq,Male,24,secondary,Fourth 20%,no
Iraq,Male,30,secondary,Fourth 20%,no
Iraq,Female,31,secondary,Second 20%,no
Iraq,Female,40,secondary,Richest 20%,no
Iraq,Male,20,completed primary or less,Richest 20%,no
Iraq,Male,35,completed primary or less,Richest 20%,no
Iraq,Female,40,completed primary or less,Richest 20%,no
Iraq,Male,19,secondary,Middle 20%,no
Iraq,Male,29,completed primary or less,Second 20%,yes
Iraq,Male,39,secondary,Fourth 20%,no
Iraq,Female,45,completed primary or less,Middle 20%,no
Iraq,Male,36,completed primary or less,Middle 20%,yes
Iraq,Male,25,completed primary or less,Second 20%,no
Iraq,Female,40,secondary,Fourth 20%,no
Iraq,Male,33,completed primary or less,Middle 20%,no
Iraq,Female,37,completed primary or less,Poorest 20%,no
Iraq,Male,43,secondary,Fourth 20%,no
Iraq,Female,37,completed tertiary or more,Fourth 20%,no
Iraq,Female,20,completed primary or less,Second 20%,no
Iraq,Female,54,completed primary or less,Second 20%,no
Iraq,Female,37,secondary,Richest 20%,no
Iraq,Female,30,completed primary or less,Richest 20%,no
Iraq,Female,43,completed primary or less,Richest 20%,no
Iraq,Female,47,completed primary or less,Fourth 20%,no
Iraq,Male,22,secondary,Middle 20%,no
Iraq,Male,24,completed primary or less,Middle 20%,no
Iraq,Male,23,secondary,Middle 20%,no
Iraq,Male,28,completed primary or less,Richest 20%,no
Iraq,Male,21,secondary,Richest 20%,no
Iraq,Female,19,secondary,Fourth 20%,no
Iraq,Male,36,secondary,Richest 20%,no
Iraq,Female,27,completed tertiary or more,Fourth 20%,no
Iraq,Male,25,completed primary or less,Fourth 20%,no
Iraq,Male,22,completed primary or less,Middle 20%,no
Iraq,Male,47,secondary,Poorest 20%,no
Iraq,Male,35,completed primary or less,Fourth 20%,no
Iraq,Male,37,completed primary or less,Middle 20%,no
Iraq,Male,58,secondary,Fourth 20%,no
Iraq,Male,40,completed primary or less,Fourth 20%,no
Iraq,Female,24,secondary,Fourth 20%,no
Iraq,Female,49,secondary,Richest 20%,no
Iraq,Male,27,completed primary or less,Second 20%,no
Iraq,Male,30,completed primary or less,Second 20%,no
Iraq,Male,38,completed tertiary or more,Fourth 20%,no
Iraq,Male,45,completed primary or less,Fourth 20%,no
Iraq,Male,24,completed primary or less,Second 20%,no
Iraq,Male,20,secondary,Richest 20%,yes
Iraq,Male,41,completed tertiary or more,Second 20%,no
Iraq,Male,79,completed primary or less,Poorest 20%,no
Iraq,Male,22,secondary,Fourth 20%,no
Iraq,Male,45,secondary,Richest 20%,no
Iraq,Male,45,completed primary or less,Poorest 20%,no
Iraq,Female,49,completed primary or less,Fourth 20%,no
Iraq,Female,47,secondary,Richest 20%,yes
Iraq,Male,27,completed primary or less,Poorest 20%,no
Iraq,Male,40,secondary,Richest 20%,no
Iraq,Male,40,secondary,Middle 20%,no
Iraq,Female,27,completed primary or less,Poorest 20%,no
Iraq,Female,30,secondary,Richest 20%,no
Iraq,Male,27,completed tertiary or more,Richest 20%,no
Iraq,Male,35,completed primary or less,Second 20%,no
Iraq,Male,67,secondary,Second 20%,no
Iraq,Female,34,completed primary or less,Second 20%,no
Iraq,Male,27,secondary,Middle 20%,no
Iraq,Female,38,secondary,Richest 20%,no
Iraq,Female,44,completed primary or less,Middle 20%,no
Iraq,Male,19,secondary,Richest 20%,yes
Iraq,Male,20,secondary,Richest 20%,no
Iraq,Male,33,completed primary or less,Second 20%,no
Iraq,Female,37,completed primary or less,Fourth 20%,no
Iraq,Male,32,secondary,Fourth 20%,no
Iraq,Male,27,secondary,Second 20%,no
Iraq,Male,20,completed primary or less,Second 20%,no
Iraq,Male,24,completed primary or less,Poorest 20%,no
Iraq,Female,28,secondary,Fourth 20%,no
Iraq,Female,39,secondary,Middle 20%,no
Iraq,Female,29,secondary,Fourth 20%,no
Iraq,Male,45,secondary,Richest 20%,yes
Iraq,Female,38,secondary,Second 20%,no
Iraq,Male,52,secondary,Richest 20%,yes
Iraq,Male,43,secondary,Richest 20%,no
Iraq,Female,27,completed primary or less,Poorest 20%,no
Iraq,Male,27,completed tertiary or more,Middle 20%,no
Iraq,Male,43,completed primary or less,Fourth 20%,no
Iraq,Female,29,completed primary or less,Middle 20%,no
Iraq,Male,25,secondary,Second 20%,no
Iraq,Female,45,completed primary or less,Richest 20%,no
Iraq,Male,44,secondary,Fourth 20%,no
Iraq,Male,29,secondary,Second 20%,yes
Iraq,Female,41,secondary,Richest 20%,no
Iraq,Male,32,completed primary or less,Middle 20%,no
Iraq,Male,40,completed primary or less,Richest 20%,yes
Iraq,Female,30,completed primary or less,Fourth 20%,no
Iraq,Male,44,secondary,Poorest 20%,no
Iraq,Male,60,completed tertiary or more,Richest 20%,no
Iraq,Male,27,completed primary or less,Middle 20%,no
Iraq,Male,17,secondary,Poorest 20%,yes
Iraq,Male,35,completed primary or less,Middle 20%,no
Iraq,Male,24,completed primary or less,Second 20%,no
Iraq,Male,32,completed tertiary or more,Fourth 20%,no
Iraq,Female,30,secondary,Middle 20%,yes
Iraq,Male,29,completed tertiary or more,Poorest 20%,no
Iraq,Female,50,completed primary or less,Fourth 20%,no
Iraq,Female,28,secondary,Middle 20%,no
Iraq,Male,28,secondary,Richest 20%,no
Iraq,Female,28,completed primary or less,Poorest 20%,no
Iraq,Female,39,completed primary or less,Middle 20%,no
Iraq,Male,60,completed tertiary or more,Richest 20%,no
Iraq,Male,46,secondary,Middle 20%,no
Iraq,Female,17,completed primary or less,Richest 20%,no
Iraq,Male,21,secondary,Richest 20%,no
Iraq,Male,54,secondary,Richest 20%,no
Iraq,Male,19,secondary,Richest 20%,no
Iraq,Female,25,completed primary or less,Fourth 20%,yes
Iraq,Male,22,completed primary or less,Fourth 20%,yes
Iraq,Female,28,secondary,Fourth 20%,yes
Iraq,Male,24,secondary,Middle 20%,no
Iraq,Male,37,completed primary or less,Richest 20%,no
Iraq,Female,36,secondary,Fourth 20%,no
Iraq,Male,32,completed primary or less,Poorest 20%,no
Iraq,Female,50,completed tertiary or more,Richest 20%,no
Iraq,Female,22,completed primary or less,Richest 20%,no
Iraq,Male,31,secondary,Second 20%,no
Iraq,Female,33,secondary,Second 20%,no
Iraq,Male,28,completed primary or less,Richest 20%,yes
Iraq,Male,57,completed tertiary or more,Fourth 20%,no
Iraq,Male,48,completed tertiary or more,Richest 20%,no
Iraq,Male,29,completed primary or less,Second 20%,no
Iraq,Female,40,completed primary or less,Second 20%,no
Iraq,Male,55,secondary,Fourth 20%,no
Iraq,Female,28,secondary,Richest 20%,no
Iraq,Male,25,secondary,Middle 20%,no
Iraq,Male,26,completed primary or less,Second 20%,no
Iraq,Female,27,completed primary or less,Richest 20%,no
Iraq,Female,28,completed tertiary or more,Richest 20%,yes
Iraq,Male,40,completed primary or less,Fourth 20%,no
Iraq,Female,29,completed primary or less,Poorest 20%,no
Iraq,Female,20,completed primary or less,Second 20%,no
Iraq,Female,34,completed primary or less,Second 20%,no
Iraq,Male,33,completed primary or less,Poorest 20%,no
Iraq,Male,27,completed primary or less,Richest 20%,no
Iraq,Male,50,completed primary or less,Poorest 20%,no
Iraq,Female,73,completed tertiary or more,Richest 20%,no
Iraq,Male,60,secondary,Fourth 20%,no
Iraq,Male,25,secondary,Second 20%,no
Iraq,Male,47,completed primary or less,Middle 20%,no
Iraq,Male,34,completed primary or less,Fourth 20%,no
Iraq,Male,20,completed primary or less,Middle 20%,no
Iraq,Female,18,completed primary or less,Second 20%,no
Iraq,Male,60,completed primary or less,Richest 20%,no
Iraq,Male,27,completed primary or less,Fourth 20%,yes
Iraq,Male,38,completed tertiary or more,Richest 20%,no
Iraq,Male,48,completed tertiary or more,Richest 20%,no
Iraq,Male,57,completed primary or less,Middle 20%,no
Iraq,Female,32,completed primary or less,Richest 20%,yes
Iraq,Male,48,completed primary or less,Middle 20%,no
Iraq,Male,20,secondary,Fourth 20%,no
Iraq,Male,38,secondary,Poorest 20%,no
Iraq,Male,27,completed primary or less,Second 20%,no
Iraq,Female,20,completed primary or less,Richest 20%,no
Iraq,Male,47,completed primary or less,Second 20%,no
Iraq,Male,39,completed primary or less,Poorest 20%,no
Iraq,Male,22,secondary,Poorest 20%,no
Iraq,Female,50,completed primary or less,Fourth 20%,no
Iraq,Female,50,secondary,Richest 20%,no
Iraq,Male,27,completed tertiary or more,Second 20%,yes
Iraq,Female,41,secondary,Fourth 20%,no
Iraq,Male,35,completed primary or less,Fourth 20%,no
Iraq,Male,16,secondary,Fourth 20%,no
Iraq,Female,47,completed primary or less,Poorest 20%,no
Iraq,Male,45,completed tertiary or more,Richest 20%,yes
Iraq,Male,34,completed primary or less,Poorest 20%,no
Iraq,Female,33,secondary,Fourth 20%,no
Iraq,Male,41,secondary,Fourth 20%,no
Iraq,Male,34,completed primary or less,Middle 20%,no
Iraq,Male,34,secondary,Poorest 20%,no
Iraq,Female,66,completed primary or less,Fourth 20%,no
Iraq,Male,48,secondary,Richest 20%,no
Iraq,Male,15,secondary,Richest 20%,yes
Iraq,Female,18,secondary,Richest 20%,no
Iraq,Male,54,completed tertiary or more,Richest 20%,no
Iraq,Male,50,completed primary or less,Richest 20%,no
Iraq,Male,51,completed tertiary or more,Richest 20%,no
Iraq,Male,60,secondary,Richest 20%,no
Iraq,Male,27,completed primary or less,Fourth 20%,no
Iraq,Male,28,completed primary or less,Middle 20%,yes
Iraq,Male,35,secondary,Second 20%,no
Iraq,Male,18,completed primary or less,Fourth 20%,no
Iraq,Male,52,secondary,Poorest 20%,no
Iraq,Male,40,completed primary or less,Middle 20%,no
Iraq,Male,21,secondary,Second 20%,yes
Iraq,Male,25,completed tertiary or more,Middle 20%,no
Iraq,Female,45,completed primary or less,Fourth 20%,no
Iraq,Male,25,secondary,Second 20%,no
Iraq,Male,42,secondary,Richest 20%,no
Iraq,Male,21,completed primary or less,Middle 20%,no
Iraq,Male,21,secondary,Fourth 20%,no
Iraq,Female,49,completed primary or less,Middle 20%,no
Iraq,Male,35,completed primary or less,Poorest 20%,no
Iraq,Male,36,secondary,Richest 20%,no
Iraq,Female,20,completed primary or less,Fourth 20%,no
Iraq,Female,40,completed tertiary or more,Fourth 20%,no
Iraq,Male,37,completed primary or less,Fourth 20%,no
Iraq,Male,33,completed primary or less,Poorest 20%,no
Iraq,Male,45,secondary,Poorest 20%,no
Iraq,Female,25,completed primary or less,Second 20%,no
Iraq,Male,22,completed primary or less,Poorest 20%,no
Iraq,Male,45,completed primary or less,Richest 20%,no
Iraq,Female,43,completed primary or less,Middle 20%,no
Iraq,Male,46,secondary,Fourth 20%,no
Iraq,Female,48,completed primary or less,Poorest 20%,no
Iraq,Male,28,completed primary or less,Middle 20%,no
Iraq,Female,23,secondary,Poorest 20%,no
Iraq,Male,45,completed primary or less,Poorest 20%,no
Iraq,Male,29,secondary,Richest 20%,no
Iraq,Female,21,completed primary or less,Middle 20%,no
Iraq,Male,20,secondary,Fourth 20%,no
Iraq,Female,22,secondary,Fourth 20%,yes
Iraq,Male,45,completed tertiary or more,Richest 20%,no
Iraq,Male,43,completed primary or less,Second 20%,no
Iraq,Female,21,secondary,Richest 20%,no
Iraq,Male,45,completed primary or less,Middle 20%,no
Iraq,Male,61,completed primary or less,Second 20%,no
Iraq,Female,37,completed primary or less,Second 20%,no
Iraq,Male,34,completed primary or less,Second 20%,no
Iraq,Female,27,secondary,Poorest 20%,no
Iraq,Male,31,completed primary or less,Middle 20%,no
Iraq,Male,30,completed primary or less,Second 20%,no
Iraq,Female,28,secondary,Poorest 20%,no
Iraq,Male,20,secondary,Richest 20%,no
Iraq,Female,30,completed primary or less,Poorest 20%,no
Iraq,Male,31,completed primary or less,Richest 20%,yes
Iraq,Male,40,completed tertiary or more,Fourth 20%,no
Iraq,Male,19,secondary,Second 20%,no
Iraq,Male,58,completed tertiary or more,Richest 20%,no
Iraq,Male,27,secondary,Fourth 20%,no
